artist,track_name,album_name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,clusters_km,clusters_agg,clusters_ms
Dameer,Sun,Sun,0.0244,0.498,0.784,4.89e-06,0.158,-4.894,0.0567,106.976,0.726,0,1,0
vbnd,Daughter of the Sun,Daughter of the Sun,0.466,0.922,0.12,0.792,0.0986,-13.978,0.112,116.091,0.453,3,3,0
Diplo,On My Mind - Ferreck Dawn Remix,On My Mind (Ferreck Dawn Remix),0.0336,0.791,0.73,0.29,0.236,-9.185,0.0429,123.041,0.33,5,1,0
Diplo,On My Mind,On My Mind,0.00155,0.771,0.731,0.681,0.217,-6.577,0.0407,123.026,0.629,5,2,0
Cassandra Wilson,Death Letter,New Moon Daughter,0.395,0.769,0.305,0.00253,0.34,-15.288,0.165,97.525,0.59,3,1,0
DJ Desk One,Life - Original Mix,Life,0.00545,0.733,0.969,0.727,0.4,-6.832,0.0551,121.998,0.696,5,2,0
Maxi Priest,Wild World,Maxi,0.261,0.763,0.352,8.45e-05,0.0791,-11.789,0.0555,83.993,0.732,3,1,0
ooi,Twins,Twins,0.639,0.663,0.715,0.00451,0.0863,-8.866,0.0636,139.988,0.883,0,1,0
Vandelux,Know Some,Know Some,0.163,0.749,0.649,0.212,0.104,-9.302,0.0519,113.987,0.323,5,1,0
Karnaval Blues,Please Go Slowly,Please Go Slowly,0.711,0.679,0.423,0.0,0.111,-8.986,0.096,144.074,0.217,3,1,0
Karnaval Blues,You Come With The Rain,You Come With The Rain,0.653,0.606,0.425,2.55e-06,0.342,-10.844,0.142,77.013,0.577,3,1,0
Karnaval Blues,Forget,Forget,0.605,0.808,0.492,2.46e-06,0.106,-9.828,0.271,109.962,0.46,4,1,0
ZHU,Still Want U,RINGOS DESERT,0.0916,0.863,0.507,2.34e-05,0.154,-7.048,0.354,97.009,0.238,4,0,0
Tomos,Surface Tension,Surface Tension,0.0399,0.792,0.775,0.0325,0.0586,-9.279,0.051,115.983,0.731,0,5,0
fika,Mean,Mean,0.108,0.763,0.537,0.0015,0.667,-8.371,0.146,104.02,0.489,6,4,0
Why-Axis,Bloodstain,Moody F*ck,0.0152,0.913,0.537,0.0617,0.122,-8.231,0.166,116.041,0.439,0,1,0
Disclosure,Where Angels Fear To Tread,Moonlight,0.23,0.679,0.735,0.602,0.148,-6.218,0.136,107.998,0.603,5,2,0
GOLDA,NsfW - DRKTMS Remix,NsfW,0.503,0.756,0.494,0.0,0.402,-8.905,0.355,107.039,0.381,4,0,2
narou,Enough,Enough,0.464,0.617,0.557,0.0,0.11,-6.553,0.0491,135.041,0.401,3,1,0
Little Dragon,Water - FKJ Remix,Water (FKJ Remix),0.243,0.792,0.458,0.00532,0.104,-8.222,0.111,113.503,0.415,3,1,0
Jean Tonique,Take Control,Well Mannered Frivolity,0.236,0.604,0.408,0.00483,0.0523,-8.372,0.062,79.348,0.574,3,1,0
SG Lewis,Feed The Fire (feat. Lucky Daye),Feed The Fire (feat. Lucky Daye),0.0197,0.849,0.682,0.00143,0.0996,-6.241,0.123,121.997,0.928,0,5,0
Saje,Take Care Of You,Take Care Of You,0.577,0.675,0.306,0.000666,0.125,-9.293,0.0464,90.049,0.245,3,1,0
Mk.gee,You - Mixed,Café Kitsuné Mixed by Fabich (DJ Mix),0.424,0.773,0.541,0.00146,0.0964,-11.18,0.302,89.446,0.798,4,0,0
Amber Mark,Lose My Cool - Franc Moody Remix,Lose My Cool (Remixes),0.0558,0.82,0.509,0.018,0.359,-5.15,0.0419,103.007,0.762,0,5,0
daste.,SOBER,SOBER,0.445,0.784,0.606,0.0848,0.136,-8.001,0.0698,109.976,0.585,0,1,0
MATVEÏ,OVERDOSE,FALL: OVERDOSE x RUMBA,0.394,0.877,0.465,0.00069,0.131,-11.719,0.455,119.878,0.323,4,0,2
Bob Juburi,Easy,Easy,0.416,0.646,0.499,5.02e-06,0.165,-11.908,0.597,92.866,0.713,4,0,2
Masego,Tadow - Edit,Tadow,0.693,0.542,0.543,4.37e-05,0.0951,-4.646,0.132,121.356,0.346,3,1,0
James Vickery,"Pressure, Pt. II",Overture: The Reworks,0.115,0.673,0.591,8.42e-05,0.242,-5.224,0.0505,93.46,0.725,0,5,0
((( O ))),iFeel,((( 2 ))),0.898,0.608,0.411,0.912,0.154,-10.07,0.0344,149.979,0.104,1,3,1
Foxen,Work,Work,0.244,0.624,0.508,0.872,0.395,-3.748,0.224,95.283,0.347,5,2,0
Tycho,For How Long - Harvey Sutherland Remix,Weather Remixes,0.0721,0.667,0.694,0.39,0.157,-9.474,0.0402,127.999,0.616,5,2,0
RY X,Love Like This,Love Like This,0.968,0.376,0.13,0.687,0.105,-14.972,0.0328,125.97,0.0586,1,3,1
RY X,Bound,Unfurl,0.887,0.517,0.389,0.38,0.0982,-17.285,0.0391,116.917,0.0363,1,3,1
RY X,Howling,Dawn,0.167,0.705,0.329,0.0957,0.109,-13.865,0.0306,119.988,0.116,3,1,0
Rhye,Waste - RY X Remix,Blood Remixed,0.0111,0.869,0.502,0.459,0.0861,-10.431,0.0434,116.003,0.165,5,2,0
RY X,YaYaYa,Unfurl,0.734,0.482,0.279,0.0551,0.106,-15.37,0.0283,92.586,0.101,1,3,1
RY X,Berlin,Dawn,0.963,0.397,0.0666,0.158,0.107,-20.405,0.0383,137.313,0.0389,1,3,1
RY X,Only,Dawn,0.903,0.293,0.175,0.528,0.109,-15.543,0.0308,83.182,0.089,1,3,1
Yenkee,Cannibal Tree,Cannibal Tree,0.506,0.894,0.477,0.12,0.0669,-8.756,0.0475,121.999,0.77,0,1,0
Yumi And The Weather,No Such Thing,Yumi And The Weather,0.101,0.601,0.792,0.0231,0.506,-6.094,0.032,77.48,0.92,6,4,0
Mount Alaska,The Subterranean Heart,Wave Atlas : Season One,0.604,0.385,0.763,0.773,0.0915,-16.931,0.0384,120.002,0.145,1,3,1
Villagers,Everything I Am Is Yours,Darling Arithmetic,0.67,0.873,0.505,0.269,0.136,-11.147,0.0308,110.007,0.69,3,1,0
Fionn Regan,Dogwood Blossom,100 Acres Of Sycamore,0.916,0.466,0.0264,0.0291,0.0893,-21.991,0.0553,143.476,0.272,1,3,1
Goldmund,Sometimes,Sometimes,0.915,0.208,0.0823,0.905,0.107,-26.021,0.035,65.65,0.115,1,3,1
Wild Youth,Can't Move On,Can't Move On,0.0526,0.769,0.721,2.54e-06,0.27,-6.413,0.0946,102.999,0.667,0,5,0
Jon Hopkins,Scene Suspended,Scene Suspended,0.97,0.109,0.119,0.95,0.265,-25.935,0.0346,68.943,0.0503,1,3,1
Cloth,Old Bear,Old Bear,0.638,0.909,0.348,0.521,0.11,-10.908,0.0494,115.01,0.162,3,3,0
Jealous of the Birds,Dandelion,Parma Violets,0.915,0.401,0.212,0.0149,0.11,-15.039,0.0349,164.252,0.106,1,3,1
The Sei,Metroma,Metroma,0.952,0.522,0.196,0.437,0.127,-14.658,0.0292,91.953,0.067,1,3,1
A Winged Victory for the Sullen,We Played Some Open Chords,A Winged Victory for the Sullen,0.893,0.253,0.0251,0.901,0.114,-22.818,0.0433,106.235,0.0312,1,3,1
delush,It's Alright,The Journey to Zero,0.181,0.759,0.618,0.0,0.0617,-10.088,0.0866,96.177,0.785,0,1,0
Gia Margaret,Smoke,There's Always Glimmer,0.919,0.405,0.344,0.132,0.092,-13.063,0.0325,122.721,0.0752,1,3,1
Ane Brun,Make You Feel My Love,Leave Me Breathless,0.943,0.41,0.137,0.00048,0.0989,-11.482,0.0464,186.154,0.374,1,3,1
Tycho,Skate,Weather,0.939,0.703,0.231,0.0207,0.103,-13.094,0.0338,97.07,0.421,3,1,1
Friedberg,Go Wild,Go Wild,0.0777,0.677,0.866,8.82e-05,0.139,-8.022,0.0441,90.972,0.765,0,5,0
Francis Lung,Dance 4 Sorrow,Dance 4 Sorrow,0.00327,0.608,0.676,0.000189,0.0615,-6.723,0.028,110.008,0.69,0,5,0
Billie Marten,La Lune,Writing of Blues and Yellows (Deluxe Version),0.882,0.296,0.342,0.000967,0.0748,-11.879,0.0471,52.001,0.0794,1,3,1
The Orioles,Tell Me So,The Orioles 1947-1955,0.994,0.389,0.0593,0.000598,0.0974,-19.097,0.0494,68.595,0.335,1,3,1
The Lock-In,Locked In,The Lock-In,0.774,0.569,0.611,0.881,0.127,-10.91,0.0611,193.997,0.697,5,1,0
A Winged Victory for the Sullen,Atomos XI,Atomos,0.9,0.37,0.136,0.884,0.126,-18.394,0.0376,119.928,0.0315,1,3,1
Yazoo,Only You,The Best Of,0.204,0.748,0.559,4.15e-05,0.0982,-8.078,0.0362,106.077,0.85,0,1,0
TNAN,Gimme Life,Gimme Life,0.0059,0.685,0.931,0.000932,0.572,-5.038,0.0648,122.991,0.118,6,4,0
London Grammar,Hey Now - Arty Remix,If You Wait - Remixes,0.0123,0.71,0.706,0.0236,0.124,-5.192,0.137,128.023,0.178,2,1,0
SOAK,Maybe,Grim Town,0.0124,0.562,0.681,0.0139,0.156,-6.344,0.0315,130.011,0.245,2,1,0
Elliott Smith,Angeles,Either/Or,0.86,0.53,0.0993,0.2,0.153,-23.548,0.0549,118.139,0.588,1,3,1
JyellowL,Oh Lawd,Oh Lawd,0.625,0.804,0.497,6.22e-05,0.117,-12.484,0.19,95.993,0.782,3,1,0
Imogen Heap,Hide and Seek,Speak for Yourself,0.909,0.451,0.166,0.0,0.19,-11.125,0.0696,121.123,0.0901,1,3,1
Uly,redlight,redlight,0.744,0.528,0.247,0.323,0.0741,-18.579,0.0576,180.104,0.759,1,3,1
Piero Pirupa,Wanna Try,Wanna Try,0.0088,0.75,0.933,0.764,0.0194,-7.074,0.0537,124.994,0.572,5,2,0
Chris Lorenzo,Here Kitty,Late Checkout,0.0205,0.787,0.894,0.007,0.109,-6.349,0.0853,123.995,0.8,0,5,0
Jamie Jones,Bappi,Bappi,1.66e-05,0.787,0.842,0.86,0.0729,-7.295,0.0473,127.992,0.127,5,2,0
Chris Lorenzo,City Traffic,Late Checkout,0.00214,0.468,0.754,0.805,0.111,-6.026,0.0471,126.016,0.258,5,2,0
Marshall Jefferson,Move Your Body,Move Your Body,0.00531,0.791,0.801,0.189,0.509,-6.344,0.07,124.985,0.609,6,5,0
Sam Girling,Shine Is Mine,Acid Drops Part 1,0.05,0.764,0.987,0.00415,0.0976,-6.005,0.0783,124.989,0.721,0,5,0
CID,ME N U,ME N U,0.0123,0.698,0.966,0.00021,0.0853,-3.496,0.0646,126.02,0.513,0,5,0
Mark Knight,Mona Lisa,Mona Lisa,0.101,0.634,0.995,0.0841,0.351,-2.133,0.0444,124.007,0.599,0,5,0
Alan Fitzpatrick,Haven't You Heard - Fitzy's Fully Charged Mix,Haven't You Heard,0.000766,0.816,0.866,0.848,0.0998,-6.282,0.0602,130.016,0.95,5,2,0
Sunday Noise,Calling,Calling,0.0143,0.771,0.963,0.17,0.351,-3.79,0.0672,123.992,0.518,0,5,0
Wh0,Courage,Courage,0.0415,0.689,0.986,0.732,0.179,-4.256,0.0527,125.996,0.494,5,2,0
John Summit,Illusions - Edit,Connected,0.00641,0.826,0.83,0.638,0.109,-7.878,0.0426,126.027,0.333,5,2,0
grandson,Identity,Death Of An Optimist,0.000348,0.495,0.731,0.0,0.0598,-6.304,0.0458,120.004,0.284,2,6,0
Golden Vessel,Hesitate,Hesitate,0.739,0.406,0.53,0.0161,0.108,-9.556,0.045,122.773,0.0701,3,3,0
BAYNK,HIGH,HIGH,0.451,0.738,0.72,0.623,0.0769,-7.909,0.0626,125.488,0.525,5,2,0
Galdive,5AM,5AM,0.535,0.719,0.673,0.247,0.244,-6.028,0.04,157.483,0.533,0,1,0
Galdive,Nescience,Nescience,0.283,0.753,0.648,1.95e-06,0.2,-6.208,0.158,110.019,0.388,0,0,0
Galdive,Blew Me,Blew Me,0.725,0.648,0.407,0.00294,0.0707,-8.115,0.0368,82.569,0.248,3,1,0
Galdive,Fond Adieu,Fond Adieu,0.393,0.812,0.46,0.0038,0.14,-6.193,0.0378,109.952,0.351,3,1,0
Galdive,Dear Matias,Dear Matias,0.746,0.722,0.423,0.248,0.375,-8.238,0.181,116.049,0.51,3,1,0
Galdive,Cloud,Cloud,0.138,0.769,0.685,0.00499,0.111,-6.134,0.0765,74.996,0.815,0,5,0
Osvaldorio,Lotus,Lotus,0.632,0.693,0.636,0.0014,0.115,-5.879,0.0337,123.018,0.556,3,1,0
Galdive,Sorbet,Sorbet,0.481,0.733,0.448,3.01e-05,0.11,-7.212,0.115,78.77,0.623,3,1,0
Rhye,Song For You,Blood,0.568,0.844,0.362,0.771,0.109,-10.071,0.0363,115.988,0.202,5,3,0
Tom Grennan,Something Better,Something Better,0.186,0.732,0.807,0.0,0.199,-5.64,0.256,119.942,0.681,4,0,0
Galimatias,Shy Dancer,Shy Dancer,0.499,0.839,0.475,0.0114,0.319,-8.456,0.19,123.013,0.667,4,1,0
Son Lux,Warning,Tomorrows II,0.988,0.354,0.203,0.276,0.105,-16.921,0.0427,122.406,0.0397,1,3,1
Cymba,Missed Calls,Missed Calls,0.346,0.745,0.431,0.000386,0.0828,-13.564,0.212,114.0,0.297,3,1,0
Moglii,Push Me,Push Me,0.631,0.718,0.394,7.25e-06,0.115,-11.052,0.24,80.008,0.242,3,1,0
SG Lewis,Time (feat. Rhye),Time (feat. Rhye),0.0674,0.75,0.819,0.000979,0.308,-6.6,0.151,116.054,0.614,0,5,0
Bombay Bicycle Club,Evening / Morning - Live at Brixton,I Had The Blues But I Shook Them Loose (Live at Brixton),0.00234,0.318,0.928,0.359,0.661,-7.908,0.144,139.337,0.0735,6,4,3
Culture Shock,Lost,Lost,0.0711,0.542,0.947,0.0157,0.641,-1.946,0.0634,173.979,0.457,6,4,0
ZHU,I Admit It (feat. 24kGoldn) [NGHTMRE Remix],I Admit It (feat. 24kGoldn) [NGHTMRE Remix],0.0104,0.598,0.954,0.0305,0.15,-3.954,0.105,143.976,0.111,2,6,0
Jerry Folk,Slow,Slow,0.0107,0.862,0.372,0.00102,0.106,-5.093,0.129,108.028,0.359,0,1,0
xander.,Meant To Be,Meant To Be,0.385,0.537,0.63,0.00568,0.213,-7.025,0.276,91.84,0.558,4,0,0
NoMBe,Paint California,Paint California,0.00682,0.699,0.538,0.00376,0.199,-7.974,0.0365,135.058,0.466,0,1,0
Kilder,Don't Hide,Don't Hide,0.74,0.708,0.601,0.125,0.0967,-9.386,0.0666,90.993,0.327,3,1,0
Medasin,Everytime,RIPPLS,0.0485,0.751,0.377,0.000468,0.291,-9.8,0.0538,112.478,0.14,3,1,0
Young Franco,Two Feet,Two Feet,0.0643,0.833,0.799,1.06e-06,0.0572,-4.826,0.309,105.924,0.839,4,0,0
BRONSON,HEART ATTACK (feat. lau.ra),BRONSON,0.161,0.735,0.65,0.21,0.109,-5.815,0.0737,122.048,0.122,5,1,0
Sabrina Claudio,Don't Let Me Down - Sabrina Claudio vs. Devault Remix,Don't Let Me Down (Sabrina Claudio vs. Devault Remix),0.298,0.648,0.651,0.0262,0.252,-8.92,0.0995,107.989,0.232,3,1,0
BAYNK,go with u,Someone's EP II,0.594,0.787,0.537,6.26e-05,0.114,-6.827,0.204,108.994,0.346,3,0,0
SG Lewis,No Less,No Less,0.215,0.529,0.283,1.07e-06,0.641,-13.546,0.106,92.251,0.158,6,4,5
Moods,Moonrider,Moonrider,0.0797,0.748,0.497,0.00947,0.115,-10.282,0.19,95.005,0.753,4,1,0
Two Another,Keeping Me Under,Keeping Me Under,0.135,0.795,0.549,0.000109,0.115,-7.791,0.088,108.012,0.582,0,1,0
Masego,Tadow,Lady Lady,0.669,0.704,0.487,8.64e-05,0.111,-6.407,0.0604,121.726,0.313,3,1,0
Tom Misch,Beautiful Escape,Beat Tape 2,0.0684,0.944,0.514,0.00209,0.103,-7.895,0.195,120.004,0.331,4,1,0
Two Another,Aiming Up,Another Tape,0.235,0.856,0.396,4.88e-06,0.0654,-7.566,0.199,92.024,0.564,4,1,0
Young Franco,Fallin' Apart,Fallin' Apart,0.0455,0.766,0.8,0.0,0.672,-7.676,0.321,111.126,0.806,6,4,0
Masego,Shut Up & Groove,The Pink Polo EP,0.0467,0.721,0.582,0.000783,0.132,-7.603,0.381,89.817,0.442,4,0,0
Noah Slee,Do That (feat. FHAT),Do That (feat. FHAT),0.362,0.768,0.723,0.0,0.146,-7.764,0.294,108.082,0.725,4,0,0
Moods,Control,Control,0.057,0.704,0.47,7.25e-06,0.0891,-6.89,0.312,59.209,0.486,4,0,0
Tom Misch,Movie,Geography,0.391,0.785,0.379,0.0161,0.267,-11.446,0.0732,122.043,0.182,3,1,0
Two Another,Another Night,Another Night,0.188,0.664,0.332,0.0219,0.404,-7.568,0.0324,90.096,0.374,3,1,0
Noah Slee,Rampant Wild Free,To Your Inner Hippie & Cos You Fly as Fuck,0.364,0.585,0.456,0.0,0.118,-9.687,0.146,82.043,0.217,3,1,0
Masego,Sunday Vibes,The Pink Polo EP,0.258,0.691,0.67,0.764,0.117,-4.471,0.0644,170.066,0.22,2,6,0
Two Another,Elevate,Elevate,0.0341,0.691,0.657,0.0,0.273,-8.503,0.0915,95.008,0.506,0,5,0
Walker,Sweet Thing,Sweet Thing,0.603,0.861,0.313,0.072,0.0891,-10.551,0.0765,88.056,0.561,3,1,0
The Novocaines,Cup of Coffee,Cup Of Coffee,0.00103,0.235,0.957,0.0592,0.341,-3.375,0.161,171.819,0.658,2,6,3
Alina Baraz,More Than Enough - Preditah Remix,More Than Enough (Remixes),0.243,0.399,0.465,0.000399,0.106,-13.466,0.137,169.268,0.326,3,1,0
53 Thieves,gold dust,missed calls,0.166,0.673,0.435,0.0448,0.0467,-14.09,0.0704,85.055,0.285,3,1,0
Balthazar,Bunker,Thin Walls,0.222,0.678,0.444,0.0213,0.165,-8.889,0.0362,106.977,0.237,3,1,0
Balthazar,Fever,Fever,0.197,0.508,0.547,0.54,0.11,-11.088,0.0809,119.022,0.464,5,2,0
Moloko,Sing It Back - Boris Dlugosch Mix,Catalogue,0.00698,0.761,0.775,0.000543,0.0512,-7.495,0.0339,123.017,0.966,0,5,0
Moloko,Sing It Back,I Am Not a Doctor,0.0123,0.469,0.762,0.00115,0.143,-10.489,0.0837,84.302,0.568,0,1,0
Squelinki,My Go Away Dream,My Go Away Dream,0.294,0.744,0.834,4.2e-05,0.255,-4.243,0.313,89.98,0.887,4,0,0
Two Another,Stronger,Stronger,0.609,0.743,0.576,0.00197,0.134,-10.055,0.223,97.033,0.687,4,1,0
Mura Masa,Firefly,Someday Somewhere,0.437,0.798,0.443,4.78e-06,0.065,-9.21,0.12,110.027,0.481,3,1,0
GROUPLOVE,Tongue Tied,Never Trust a Happy Song,0.00847,0.56,0.936,0.0,0.161,-5.835,0.0439,112.96,0.371,2,6,0
Arctic Monkeys,Do I Wanna Know?,AM,0.186,0.548,0.532,0.000263,0.217,-7.596,0.0323,85.03,0.405,3,1,0
Above & Beyond,Love Is Not Enough - Hybrid Minds Remix,Love Is Not Enough (Hybrid Minds Remix),0.00343,0.412,0.869,0.227,0.111,-1.557,0.0463,174.017,0.0604,2,6,3
Above & Beyond,Love Is Not Enough - Above & Beyond Club Mix,Love Is Not Enough (Hybrid Minds Remix),0.0323,0.596,0.735,0.0329,0.0757,-5.964,0.0382,129.979,0.209,2,6,0
SuperParka,you,sushi boubou #2,0.46,0.511,0.73,0.415,0.154,-8.764,0.201,160.077,0.615,2,1,0
Mammals,Calm Down,Calm Down,0.0317,0.687,0.547,0.0754,0.0813,-7.337,0.0284,103.015,0.41,0,1,0
Poolside,Can't Stop Your Lovin',Low Season,0.67,0.705,0.782,0.00471,0.138,-6.284,0.0377,90.997,0.963,0,1,0
Bobby Love,Why,Why,0.18,0.66,0.684,0.758,0.0958,-8.091,0.0347,106.0,0.103,5,2,0
grandson,Dirty,Death Of An Optimist,0.0033,0.536,0.845,0.0,0.0465,-5.765,0.0615,159.953,0.6,2,5,0
grandson,In Over My Head,Death Of An Optimist,0.0017,0.582,0.817,0.0158,0.575,-6.475,0.0399,155.124,0.622,6,4,0
Two Door Cinema Club,Next Year - RAC Remix,Next Year,0.257,0.73,0.742,0.0,0.0875,-6.512,0.0457,123.038,0.43,0,1,0
Geowulf,Saltwater For Strings - reimagined by Pêtr Aleksänder,Saltwater For Strings (reimagined by Pêtr Aleksänder),0.247,0.218,0.406,0.0278,0.211,-12.054,0.0328,103.704,0.0392,3,3,1
Mansionair,We Could Leave,Shadowboxer,0.307,0.724,0.513,0.00135,0.168,-8.279,0.0434,118.0,0.262,3,1,0
Mansionair,Easier (feat. SHAED),Easier (feat. SHAED),0.247,0.448,0.585,7.44e-05,0.107,-4.569,0.0474,118.937,0.373,2,1,0
Mansionair,Falling,Shadowboxer,0.614,0.526,0.579,2.31e-05,0.18,-8.703,0.0406,123.6,0.133,3,1,0
Mansionair,Violet City,Shadowboxer,0.0632,0.593,0.746,0.17,0.211,-7.8,0.0338,162.009,0.371,2,6,0
Mansionair,Astronaut (Something About Your Love),Shadowboxer,0.216,0.733,0.552,0.00511,0.11,-8.732,0.0963,106.048,0.343,3,1,0
Mansionair,Easier,Shadowboxer,0.202,0.47,0.482,0.0419,0.0746,-6.999,0.0435,117.448,0.212,3,1,0
Portugal. The Man,Tidal Wave - Mansionair Remix,Tidal Wave (Mansionair Remix),0.106,0.728,0.56,0.76,0.137,-9.081,0.055,94.963,0.396,5,2,0
Durante,Maia,Maia,0.0999,0.629,0.767,0.933,0.0528,-7.97,0.0349,123.986,0.192,5,2,0
Emancipator,Baralku - Frameworks Remix,Baralku (Frameworks Remix),0.101,0.623,0.396,0.873,0.0932,-10.936,0.0405,90.483,0.0973,5,2,0
Rayowa,Better Man,Better Man,0.404,0.734,0.746,2.14e-05,0.0323,-5.214,0.0932,116.075,0.522,0,1,0
Skinnydip,Call It Off,Call It Off,0.146,0.729,0.336,0.088,0.678,-9.939,0.0389,122.001,0.374,6,4,5
Koresma,Free - Marley Carroll Remix,Free (Marley Carroll Remix),0.286,0.676,0.635,0.66,0.0987,-8.865,0.0321,111.991,0.142,5,2,0
Jaguar Dreams,Dreams,Dreams,0.17,0.343,0.713,0.0193,0.13,-6.098,0.043,114.8,0.384,2,1,0
Mango,Lonely Night - Zero T's Setting Sun Remix,Lonely Night (Zero T's Setting Sun Remix),0.0313,0.572,0.899,0.00568,0.06,-8.08,0.109,173.959,0.212,2,6,0
Andrew Bayer,Open End Resource - Leaving Laurel Remix,Open End Resource (Leaving Laurel Remix),0.227,0.612,0.66,0.0906,0.214,-8.24,0.0328,125.02,0.0673,3,1,0
Max Fry,Overwinter,Overwinter,0.144,0.717,0.335,0.303,0.169,-13.255,0.0444,84.95,0.178,3,2,0
Szymon,Feenicks,Blue Coloured Mountain,0.386,0.714,0.565,0.909,0.105,-10.415,0.0343,119.026,0.472,5,2,0
Frameworks,Coming Back - Single Edit,Coming Back,0.23,0.782,0.753,0.27,0.128,-7.187,0.0385,104.991,0.0398,5,1,0
Evan Miles,Hour Glass,Hour Glass,0.813,0.569,0.327,0.552,0.0921,-17.761,0.0346,117.997,0.0376,1,3,1
Oliver Tank,I Can't Sleep,I Can't Sleep,0.966,0.529,0.358,0.879,0.0891,-16.358,0.147,184.139,0.0678,1,3,1
On Planets,Sticks,Sticks,0.793,0.481,0.485,0.0228,0.104,-9.121,0.127,114.788,0.317,3,1,0
The Sellouts,Stay,Stay,0.472,0.842,0.355,0.0044,0.123,-8.736,0.0339,87.033,0.706,3,1,0
Franc Moody,Flesh and Blood,Dream in Colour,0.0895,0.745,0.578,0.000424,0.0959,-6.004,0.131,165.997,0.696,0,0,0
Billie Eilish,Therefore I Am,Therefore I Am,0.218,0.889,0.34,0.13,0.055,-7.773,0.0697,94.009,0.716,0,1,0
Django Django,Glowing in the Dark,Glowing in the Dark,0.0117,0.772,0.848,0.0659,0.0433,-5.265,0.0482,126.013,0.496,0,5,0
Balthazar,You Won't Come Around,You Won't Come Around,0.432,0.592,0.392,0.368,0.0746,-12.277,0.0356,158.025,0.707,3,1,0
Emperor,Rangefinder,Rangefinder,0.0424,0.749,0.653,0.876,0.109,-5.818,0.0984,171.997,0.116,5,6,0
Futurebound,Dangerous,Dangerous,0.000188,0.55,0.932,0.781,0.0723,-1.56,0.0555,174.009,0.217,2,6,3
Camo & Krooked,No Tomorrow,No Tomorrow,0.0116,0.322,0.651,6.35e-06,0.14,-0.137,0.0333,86.351,0.168,2,1,0
Mura Masa,When U Need Me,Someday Somewhere,0.471,0.664,0.385,0.0564,0.25,-10.267,0.0595,106.972,0.32,3,1,0
Mura Masa,What If I Go? (feat. Bonzai),Mura Masa,0.194,0.56,0.533,1.4e-05,0.0919,-7.804,0.388,200.066,0.908,4,0,3
Mura Masa,Lovesick,Someday Somewhere,0.143,0.66,0.707,0.243,0.0442,-7.103,0.304,85.445,0.771,4,0,0
Mura Masa,Deal Wiv It (with slowthai),R.Y.C,0.00625,0.795,0.674,0.0,0.219,-5.542,0.164,142.069,0.869,0,5,0
Ta-ku,Remember Me,Somehow / Remember Me,0.854,0.412,0.382,0.719,0.131,-10.366,0.0678,78.24,0.729,1,3,1
LEISURE,Slipping Away,Side A,0.43,0.707,0.547,0.16,0.101,-9.021,0.0389,78.0,0.767,3,1,0
BAYNK,Come Home,Come Home,0.432,0.698,0.585,0.265,0.0946,-7.629,0.0479,104.018,0.116,3,1,0
MISSIO,Dizzy,The Darker The Weather // The Better The Man,0.0137,0.555,0.475,1.33e-05,0.0853,-6.6,0.0323,62.488,0.432,3,1,0
ZHU,Chasing Marrakech,stardustexhalemarrakechdreams,0.127,0.674,0.705,0.501,0.361,-5.335,0.0349,153.951,0.338,2,6,0
Ian Carey,Keep On Rising (feat. Michelle Shellers) - OFFAIAH Remix,Keep On Rising (feat. Michelle Shellers) [OFFAIAH Remix],0.00025,0.779,0.776,0.078,0.342,-3.797,0.0464,124.988,0.453,0,5,0
OFFAIAH,Somewhere Special (feat. Cat Connors),Somewhere Special (feat. Cat Connors),0.000792,0.782,0.98,0.21,0.155,-4.446,0.0629,125.014,0.603,0,5,0
M83,Midnight City,"Hurry Up, We're Dreaming",0.0161,0.526,0.712,0.0,0.179,-6.525,0.0356,105.009,0.32,0,1,0
OFFAIAH,Private Show - Re-Edit,Private Show,4.9e-05,0.778,0.885,0.101,0.136,-5.193,0.126,123.027,0.658,0,5,0
Glass Animals,Heat Waves,Heat Waves,0.44,0.761,0.525,6.7e-06,0.0921,-6.9,0.0944,80.87,0.531,3,1,0
AUGUST 08,Simple Pleasures (feat. Goldlink),Simple Pleasures (feat. Goldlink),0.0529,0.745,0.722,2.8e-05,0.611,-6.805,0.0786,110.01,0.678,6,4,0
Kasra,Let It Slide,Let It Slide / I Don't Know What The Future Brings,0.235,0.721,0.92,0.0201,0.643,-4.958,0.153,86.987,0.544,6,4,0
Fox Stevenson,All Eyes On Me,All Eyes On Me,0.00183,0.448,0.917,6.13e-06,0.294,-2.938,0.0797,172.1,0.603,2,6,0
Dimension,Offender,Offender,0.00351,0.462,1.0,0.804,0.295,-0.024,0.0982,174.004,0.274,2,6,3
Camo & Krooked,Loa,Loa,0.0391,0.452,0.98,0.426,0.353,-1.109,0.174,87.526,0.292,2,2,0
Upgrade (UK),Thunder,What It Means / Thunder,0.0889,0.697,0.961,0.134,0.101,0.573,0.248,175.018,0.921,2,0,0
SpectraSoul,Away With Me - Calibre Remix,Delay No More (The Remixes),0.114,0.708,0.726,0.51,0.104,-6.054,0.071,173.998,0.315,2,6,0
Camo & Krooked,Set It Off,Set It Off (feat. Jeru The Damaja),0.0203,0.559,0.884,0.00677,0.378,-2.864,0.421,175.203,0.607,4,0,3
