artist,track_name,album_name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,clusters_km,clusters_agg,clusters_ms
Kooze,うるさい,うるさい,0.44,0.816,0.669,0.0115,0.566,-7.244,0.0483,115.014,0.699,6,4,0
TENSHU,Stones Throw,Stones Throw,0.00264,0.944,0.615,0.385,0.0632,-5.983,0.243,126.052,0.666,4,0,0
Aaron Taylor,I Think I Love You Again,The Long Way Home,0.44,0.755,0.326,4.51e-06,0.113,-7.311,0.047,64.953,0.388,3,1,0
Noah Slee,Still - Mahogany Sessions,America / Still (Mahogany Sessions),0.636,0.631,0.239,0.0,0.124,-11.231,0.0991,125.46,0.428,3,1,0
Moglii,Little Light,Little Light,0.811,0.672,0.384,0.000112,0.111,-11.682,0.177,77.484,0.456,3,1,0
RKCB,Vice,Vice,0.0816,0.651,0.681,0.000363,0.246,-6.736,0.18,108.893,0.408,0,0,0
Bearcubs,Underwaterfall,Underwaterfall,0.403,0.826,0.243,0.703,0.108,-11.093,0.0535,127.001,0.0879,5,3,0
Fabich,Ecstasy,Ecstasy,0.233,0.69,0.792,0.0248,0.683,-7.078,0.0589,119.996,0.57,6,4,0
Misanthrop,Feel,Analog,0.000398,0.552,0.858,0.872,0.118,-3.247,0.0389,172.036,0.0743,2,6,3
VCTRE,Morning Light,Palindrome,0.00189,0.863,0.612,0.0135,0.127,-7.225,0.103,125.028,0.177,0,1,0
Jack Swoon,Somebody,Somebody,0.000607,0.741,0.675,0.000797,0.0765,-5.739,0.0384,124.036,0.856,0,5,0
Young T & Bugsey,Blessings (feat. Chronixx),Truth Be Told,0.313,0.526,0.811,0.0,0.325,-5.619,0.309,96.381,0.589,4,0,0
Glass Animals,Heat Waves - Slowed,Heat Waves (Expansion Pack),0.649,0.633,0.55,0.000363,0.147,-9.965,0.0924,147.099,0.333,3,1,0
Jamezy,Mind Control,Mind Control EP,0.035,0.62,0.864,0.702,0.144,-6.668,0.0669,175.046,0.479,2,6,0
Dub Phizix,The Clock Ticks - Original Mix,Critical Music Presents: Underground Sonics,0.0101,0.745,0.451,0.949,0.196,-3.818,0.24,170.009,0.359,5,2,0
Damian Lazarus & The Ancient Moons,Sacred Dance Of The Demon - Gorgon City Remix,Remixes From The Other Side,0.00721,0.74,0.796,0.0813,0.0552,-8.058,0.0548,123.002,0.456,0,2,0
A D H S,Clingy,Clingy,0.202,0.799,0.491,0.00447,0.106,-9.103,0.0438,97.023,0.297,3,1,0
Robosonic,To The Hoods,To The Hoods,0.148,0.876,0.699,0.00437,0.272,-9.578,0.147,122.984,0.706,0,5,0
Benny Page,Turn Down the Lights,Turn Down the Lights,0.000968,0.632,0.973,0.299,0.497,-4.697,0.0841,174.934,0.379,2,4,0
Degs,Levitate Your Mind,Letters From Ndegwa,0.0135,0.623,0.909,0.00405,0.0829,-3.847,0.0839,171.981,0.668,2,5,0
Beenie Man,King Of The Dancehall,Back To Basics,0.34,0.81,0.829,0.0,0.0539,-5.646,0.108,104.695,0.851,0,5,0
Shermanology,Bon Bini,Bon Bini EP,0.00256,0.775,0.877,0.25,0.0738,-9.12,0.103,127.028,0.401,0,2,0
Chancha Via Circuito,Ilaló (Baiuca Remix),Bienaventuranza (Remixes),0.024,0.663,0.737,0.52,0.349,-8.473,0.0377,94.972,0.185,5,2,0
Kobe JT,Doing It Major,Doing It Major,0.0145,0.833,0.702,4.2e-06,0.0751,-9.498,0.323,134.991,0.64,4,0,0
Hans Glader,Ghetto Strut,Ghetto Strut,0.0166,0.882,0.626,0.649,0.0857,-9.69,0.307,131.981,0.541,4,0,0
Krafty Kuts,The Remedy,The Best of Westwood Recordings 2021,0.14,0.578,0.783,5.03e-05,0.117,-3.665,0.14,108.766,0.248,2,6,0
ZHU,Mannequins & Egos,DREAMLAND (DELUXE),0.103,0.853,0.663,0.00274,0.0891,-3.659,0.0783,132.008,0.816,0,5,0
edapollo,Blue Skies - Feverkin Remix,Blue Skies (Feverkin Remix),0.0823,0.444,0.58,0.416,0.208,-8.551,0.0861,95.485,0.199,5,2,0
Dubamix,Bella Ciao,Bella Ciao,0.00294,0.681,0.789,0.00333,0.1,-7.837,0.0358,144.989,0.919,0,5,0
Alewya,Sweating - Breakage Remix,Sweating (Breakage Remix),0.00239,0.739,0.817,0.139,0.0731,-4.819,0.152,172.061,0.0914,2,6,0
Capleton,In the Game,In the Game,0.246,0.779,0.54,0.0,0.269,-5.637,0.126,101.577,0.427,0,1,0
Men I Trust,Dazed (feat. Gabrielle & Geoffroy),Men I Trust,0.121,0.837,0.331,0.0601,0.126,-11.14,0.0731,120.009,0.85,0,1,0
Skinnyblackboy,Lasertech,Vol. 1,0.435,0.795,0.741,0.00523,0.106,-9.628,0.148,140.014,0.155,3,1,0
MATVEÏ,VOCES,VOCES,0.343,0.888,0.563,0.000152,0.224,-7.72,0.344,125.005,0.407,4,0,0
Çantamarta,Lluvia,Lluvia (Man120),0.0996,0.735,0.786,0.0466,0.109,-7.354,0.0598,174.046,0.47,2,6,0
Senbeï,Hold me Back,Hold me Back,0.0939,0.556,0.425,0.0136,0.0988,-9.658,0.0862,79.68,0.232,3,1,0
Omeria,Doubt,Doubt,0.0181,0.84,0.592,0.166,0.107,-6.346,0.109,122.991,0.26,0,1,0
Angèle,Pensées positives,Nonante-Cinq,0.51,0.649,0.67,0.0,0.0714,-8.058,0.0492,160.083,0.514,3,1,0
Disclosure,Never Enough - Dylan C. Greene Remix,Never Enough (Dylan C. Greene Remix),0.189,0.833,0.955,0.652,0.0893,-6.685,0.0963,128.018,0.593,5,2,0
Spike,Scandal,Ramanem prieteni,0.389,0.478,0.855,0.0,0.232,-2.768,0.399,161.554,0.924,4,0,3
Spike,Tu,Ramanem prieteni,0.242,0.844,0.573,0.0,0.129,-4.363,0.381,162.689,0.844,4,0,0
Friend Within,Ghetto Rock,Hope,0.113,0.798,0.952,0.000201,0.1,-4.734,0.0811,122.006,0.88,0,5,0
The Geek x Vrv,It's Because,BEATS OF,0.296,0.405,0.784,0.0138,0.686,-5.336,0.323,173.924,0.466,6,4,6
rusowsky,Dolores,Dolores,0.761,0.757,0.466,0.409,0.103,-11.232,0.109,122.053,0.717,3,1,0
F-POS,Classic,Classic,0.0973,0.733,0.839,0.0,0.348,-4.079,0.0446,131.959,0.968,0,5,0
Gamuel Sori,Money's Gone,Money's Gone,0.0368,0.798,0.853,0.215,0.288,-5.598,0.0531,124.005,0.395,0,5,0
Prok & Fitch,Indiance,Indiance,0.00148,0.803,0.948,0.87,0.0796,-6.266,0.0538,128.006,0.369,5,2,0
Dam Swindle,Coffee in the Morning - Radio Edit,Coffee in the Morning EP,0.0144,0.724,0.596,0.198,0.096,-9.898,0.0613,125.992,0.366,5,1,0
Bizarrap,"Eladio Carrion: Bzrp Music Sessions, Vol. 40","Eladio Carrion: Bzrp Music Sessions, Vol. 40",0.241,0.783,0.524,0.0,0.271,-6.455,0.0554,117.496,0.839,0,5,0
Bizarrap,"Anuel AA: Bzrp Music Sessions, Vol. 46","Anuel AA: Bzrp Music Sessions, Vol. 46",0.347,0.405,0.837,0.0,0.0901,-4.188,0.294,74.966,0.655,4,0,0
Khruangbin,Pelota (Cut a Rug Mix),Mordechai Remixes,0.0188,0.849,0.648,0.715,0.0801,-8.572,0.0941,111.968,0.424,5,2,0
Apashe,Distance - Volac Remix,Distance (Volac Remix),0.0398,0.819,0.824,0.263,0.255,-5.434,0.0565,126.007,0.463,0,5,0
Sam Binga,How It Goes,How It Goes,0.0231,0.8,0.852,0.0161,0.315,-4.289,0.112,132.951,0.723,0,5,0
Snakehips,Run It Up,Run It Up,0.00621,0.838,0.793,0.0,0.0962,-5.176,0.145,120.062,0.527,0,5,0
Kaya Project,One Hundred Lights - Grouch Remix,Firedance,0.346,0.671,0.695,0.924,0.103,-7.056,0.0468,100.005,0.236,5,2,0
Conducta,Vitamin C,Ripe 'n' Ready (A Kiwi Rekords Sampler),0.145,0.961,0.714,0.857,0.1,-7.614,0.0789,134.018,0.562,5,2,0
Pinty,Moonlit Duty,Midnight Moods,0.315,0.65,0.79,0.0413,0.687,-7.383,0.173,61.028,0.372,6,4,0
Disclosure,Tondo,ENERGY (Deluxe),0.0126,0.675,0.92,0.117,0.329,-7.153,0.0539,132.001,0.842,0,5,0
ZHU,One Minute to Midnight,GENERATIONWHY,0.298,0.839,0.545,0.00291,0.165,-7.215,0.0441,119.98,0.307,3,1,0
ZHU,Palm of My Hand,GENERATIONWHY,0.527,0.58,0.608,0.474,0.492,-8.049,0.0414,115.992,0.0592,6,2,5
ZHU,Secret Weapon,GENERATIONWHY,0.0348,0.814,0.649,0.00192,0.029,-7.939,0.0428,123.997,0.432,0,1,0
ZHU,In the Morning,GENERATIONWHY,0.0232,0.709,0.757,0.335,0.0791,-6.064,0.0356,123.006,0.166,5,2,0
ZHU,Cold Blooded,GENERATIONWHY,0.271,0.849,0.688,0.308,0.286,-5.956,0.0686,124.992,0.555,0,5,0
GUNS,London,London,0.498,0.814,0.394,0.786,0.0736,-8.959,0.297,135.997,0.182,5,2,0
Benji Wild,6's,Skull & Bones,0.425,0.584,0.633,0.0216,0.109,-8.845,0.167,123.588,0.434,3,1,0
Turbulence,Burnin' Blaze - Edit,Burnin' Blaze,0.548,0.71,0.77,0.0,0.327,-6.649,0.149,140.673,0.598,0,5,0
Gaudi,Cry Dubber,Cry Dubber,0.00694,0.839,0.588,0.805,0.0967,-10.152,0.227,80.012,0.857,5,0,0
General Levy,Gal U2 Rude - okayshades Remix,Gal U2 Rude (okayshades Remix),0.325,0.521,0.747,0.000254,0.317,-10.524,0.0665,106.99,0.647,0,1,0
Manudigital,C'est quoi ton problème ?,C'est quoi ton problème ?,0.318,0.813,0.486,0.00175,0.147,-9.349,0.044,112.985,0.75,0,1,0
Subcarpaţi,Colind - Vinyl Edition,Folcloru-i oxigen pentru un popor astmatic (Vinyl Edition),0.281,0.653,0.421,0.00332,0.0604,-14.004,0.058,134.052,0.114,3,1,0
Camo & Krooked,U,U,0.0142,0.43,0.913,0.926,0.176,-2.679,0.0527,109.743,0.0385,2,2,0
K9,Powah,Garage Shared: Class of 2021,0.0033,0.87,0.525,0.832,0.0978,-7.265,0.0624,132.014,0.427,5,2,0
Bizarrap,"Morad: Bzrp Music Sessions, Vol. 47","Morad: Bzrp Music Sessions, Vol. 47",0.468,0.77,0.859,0.00339,0.103,-4.526,0.0429,122.042,0.548,0,1,0
bbno$,edamame (feat. Rich Brian) - Diplo Remix,edamame (feat. Rich Brian) [Diplo Remix],0.0114,0.831,0.747,0.0642,0.124,-5.334,0.0606,121.989,0.7,0,5,0
Alborosie,Así,Así,0.433,0.487,0.687,0.0,0.0562,-5.225,0.117,73.245,0.722,0,1,0
edapollo,Wildflower - Marley Carroll Remix,Wildflower (Marley Carroll Remix),0.0178,0.717,0.712,0.85,0.0876,-6.485,0.0414,135.014,0.652,5,2,0
Poldoore,Umami,Umami,0.287,0.6,0.456,0.906,0.0892,-9.01,0.0244,89.992,0.308,5,2,0
Proleter,Chasing the Clouds,Chasing the Clouds,0.442,0.52,0.714,0.0,0.122,-6.829,0.215,76.723,0.576,4,0,0
Fox Stevenson,Good Time,Good Time,0.0018,0.486,0.943,0.000245,0.137,-0.821,0.139,174.034,0.579,2,6,3
ZHU,Zhudio54,DREAMLAND 2021,0.00347,0.907,0.455,0.0642,0.351,-6.032,0.0759,121.963,0.146,0,1,0
ZHU,ONLY,DREAMLAND 2021,0.262,0.816,0.503,0.00114,0.114,-8.338,0.0609,120.019,0.128,3,1,0
ZHU,Yours,DREAMLAND 2021,0.293,0.682,0.705,0.588,0.078,-5.963,0.0478,122.946,0.091,5,2,0
ZHU,Zhudio54 - J. Worra Remix,Zhudio54 (Remixes),0.000578,0.809,0.707,0.574,0.0845,-8.795,0.0461,123.981,0.553,5,2,0
Dom Dolla,Strangers (with Mansionair),Strangers (with Mansionair),0.0296,0.633,0.891,0.778,0.116,-6.463,0.0311,126.022,0.427,5,2,0
Galdive,Poetry (feat. love-sadKiD),Canvas,0.429,0.709,0.444,0.000239,0.137,-6.953,0.144,80.054,0.538,3,1,0
John Summit,Human (feat. Echoes),Human (feat. Echoes),0.00162,0.544,0.856,0.818,0.0763,-6.84,0.0314,125.992,0.233,5,2,0
Birdy,Deep End - Hybrid Minds Remix,Deep End (Hybrid Minds Remix),0.106,0.313,0.8,3.33e-05,0.0973,-2.105,0.0463,87.997,0.132,2,1,0
Paul Oakenfold,I'm Into It,I’m Into It,0.421,0.51,0.545,0.209,0.0742,-8.591,0.0679,125.01,0.147,3,1,0
Mansionair,Technicolour,Technicolour,0.462,0.614,0.623,0.00861,0.0656,-7.279,0.0476,160.023,0.541,2,1,0
anbuu,Vagrant,Vagrant,0.351,0.483,0.546,0.757,0.113,-9.649,0.066,84.854,0.0392,5,2,0
Pete & Bas,Window Frame Cypher,Window Frame Cypher,0.141,0.782,0.599,0.0,0.125,-7.246,0.344,149.999,0.436,4,0,0
ZHU,How Does It Feel,DREAMLAND 2021,0.0997,0.885,0.615,0.00373,0.0806,-5.774,0.177,124.067,0.433,0,1,0
The Widdler,Roots Dub,Roots - EP,0.035,0.865,0.624,0.69,0.347,-8.511,0.23,139.988,0.679,5,2,0
Gerry Read,It'll All Be Over - DJ Koze Remix,It'll All Be Over,0.000125,0.708,0.81,0.646,0.124,-7.682,0.0332,123.032,0.436,5,2,0
Marika Hackman,All Night,Covers,0.666,0.65,0.363,0.000203,0.0969,-10.408,0.066,60.028,0.237,3,1,0
George Kwali,Feel the Heat,Feel the Heat,0.00162,0.888,0.802,0.937,0.0526,-7.094,0.0779,125.03,0.326,5,2,0
Hollie Cook,Milk & Honey,Hollie Cook,0.244,0.752,0.682,0.00173,0.0842,-7.425,0.178,77.966,0.778,0,5,0
Em Glasser,All I Want,All I Want,0.632,0.71,0.495,0.206,0.113,-8.568,0.0486,119.977,0.759,3,1,0
Buju Banton,Hills And Valleys,Inna Heights,0.477,0.687,0.544,0.0,0.0937,-8.642,0.162,72.082,0.742,3,1,0
General Levy,Jah Jah Bless,Jah Jah Bless,0.349,0.751,0.472,0.0,0.0807,-10.645,0.463,72.087,0.851,4,0,2
Bizarrap,"Snow Tha Product: Bzrp Music Sessions, Vol. 39","Snow Tha Product: Bzrp Music Sessions, Vol. 39",0.354,0.83,0.748,0.0,0.0992,-5.362,0.162,133.028,0.523,0,1,0
Joe Dukie,Midnight Marauders,Earwork.02,0.663,0.786,0.418,0.00694,0.107,-6.885,0.0763,160.6,0.706,3,1,0
The Movement,Alien,Alien,0.0978,0.658,0.663,0.00323,0.157,-7.594,0.223,173.987,0.635,2,0,0
Kollektiv Turmstrasse,Sorry I Am Late - Summer 2016 Version,Sorry I Am Late (Summer 2016 Version),0.0727,0.898,0.431,0.647,0.122,-12.596,0.0575,122.043,0.405,5,2,0
Maverick Sabre,Come Fly Away - KANT Remix,Come Fly Away (Remixes),0.107,0.939,0.541,0.00329,0.0565,-11.191,0.0668,118.021,0.471,0,1,0
Logistics,Brand New Beginning,Headspace,0.0708,0.769,0.594,2.1e-06,0.0464,-4.692,0.135,86.984,0.272,0,1,0
Jordan Max,Let Me Do My Thing,Taste Your Words,0.352,0.731,0.585,0.0,0.0782,-7.231,0.0804,78.007,0.638,0,1,0
Skip Marley,Higher Place,Higher Place,0.719,0.592,0.53,0.0,0.163,-7.619,0.126,124.832,0.325,3,1,0
Home Brew,Wednesday,Last Week,0.189,0.773,0.884,0.0,0.342,-4.481,0.184,99.987,0.73,0,0,0
Tiggs Da Author,Zulu Gang,Blame It On The Youts,0.0819,0.794,0.689,0.000422,0.38,-6.753,0.0543,141.969,0.626,0,5,0
Polo & Pan,Tunnel,Cyclorama,0.119,0.73,0.505,0.711,0.148,-9.248,0.0606,119.995,0.38,5,2,0
Bizarrap,"Ptazeta: Bzrp Music Sessions, Vol. 45","Ptazeta: Bzrp Music Sessions, Vol. 45",0.0424,0.829,0.81,0.0,0.0748,-4.801,0.144,114.044,0.707,0,5,0
LEISURE,Mesmerised,Mesmerised,0.903,0.686,0.325,0.614,0.421,-6.588,0.037,79.994,0.524,3,1,0
Daily J,Left Me Like Summer,Venus Ate Mars,0.129,0.624,0.687,1.96e-06,0.176,-6.398,0.0314,118.277,0.327,0,1,0
Portugal. The Man,Steal My Sunshine (feat. Cherry Glazerr),Steal My Sunshine / Novocaine For The Soul,0.0584,0.562,0.846,0.000313,0.187,-5.552,0.0346,95.015,0.454,0,1,0
alt-J,U&ME,U&ME,0.133,0.587,0.722,0.00322,0.133,-8.332,0.0574,81.973,0.294,3,1,0
jung jaeil,The Rope is Tied,Squid Game (Original Soundtrack from The Netflix Series),0.0551,0.585,0.702,0.825,0.111,-12.8,0.0396,122.965,0.243,5,2,0
jung jaeil,Round I,Squid Game (Original Soundtrack from The Netflix Series),0.638,0.223,0.138,0.7,0.103,-11.025,0.0439,84.371,0.0384,1,3,1
jung jaeil,Way Back then,Squid Game (Original Soundtrack from The Netflix Series),0.245,0.801,0.56,0.827,0.0679,-8.194,0.07,97.994,0.617,5,2,0
jung jaeil,"Wife, Husband and 4.56 Billion",Squid Game (Original Soundtrack from The Netflix Series),0.827,0.233,0.186,0.951,0.0916,-15.435,0.0356,164.275,0.0367,1,3,1
jung jaeil,Unfolded…,Squid Game (Original Soundtrack from The Netflix Series),0.00711,0.243,0.736,0.833,0.0909,-10.122,0.0426,109.463,0.122,5,2,0
KURUPT FM,Heart Monitor Riddim - 2021 Grime All-Star Remix,The Greatest Hits (Part 1),0.0622,0.466,0.86,0.0,0.248,-4.602,0.399,53.236,0.53,4,0,0
Tetra Hydro K,4: 20 PM - Smoking Sessions 1,Smoking Sessions (Saison 1),0.00435,0.622,0.674,0.0543,0.242,-9.121,0.0482,89.003,0.579,0,5,0
Daniel Steinberg,Days Go By,Days Go By,0.00254,0.809,0.647,0.364,0.0881,-8.397,0.0447,123.009,0.454,5,2,0
A Tribe Called Quest,Bonita Applebum - Sir Piers and Si Ashton's Curious House Mix,The Essential New School Vs. Old School,0.00222,0.883,0.807,0.664,0.0933,-6.456,0.119,122.013,0.863,0,2,0
Fliptrix,Holy Kush,Light Work,0.17,0.641,0.545,0.0,0.0915,-10.743,0.326,89.904,0.546,4,0,0
letherette,Woop Baby,"Brown Lounge, Vol. 4",0.478,0.659,0.59,0.003,0.116,-9.588,0.27,99.027,0.486,4,0,0
Ivy Lab,All Day Swimming,Stars,0.0138,0.769,0.553,0.00375,0.365,-5.315,0.075,129.999,0.582,0,5,0
Giuseppe Lanni,Take Away,Take Away,0.156,0.737,0.65,0.612,0.0782,-10.232,0.0623,122.005,0.387,5,2,0
CLIPZ,"Again (feat. Ms Banks, Ms Dynamite & Jaykae) - Juls Remix","Again (feat. Ms Banks, Ms Dynamite & Jaykae) [Juls Remix]",0.0838,0.895,0.715,5.84e-06,0.108,-9.187,0.177,117.983,0.934,0,1,0
Kazy Lambist,A Night In The Box,A Night In The Box,0.0132,0.798,0.675,0.526,0.115,-9.431,0.138,118.014,0.814,0,2,0
Hermitude,OneFourThree (feat. Buddy & BJ The Chicago Kid),Pollyanarchy,0.475,0.824,0.567,0.0028,0.137,-8.931,0.109,108.993,0.522,3,1,0
Distinkt,Potion,Potion,0.146,0.815,0.773,0.918,0.0577,-3.419,0.0347,133.978,0.29,5,2,0
The Knocks,Awa Ni - James Hype Remix,Awa Ni (James Hype Remix),0.0518,0.832,0.766,5.12e-05,0.163,-6.629,0.0656,124.984,0.95,0,5,0
Protoje,Really Like You,Really Like You,0.0681,0.658,0.588,0.0,0.262,-5.874,0.17,169.954,0.647,2,0,0
Alborosie,Natural Mystic (feat. Ky-Mani Marley),Soul Pirate,0.0515,0.856,0.556,2.27e-06,0.063,-7.599,0.286,120.008,0.658,4,0,0
Marten Hørger,Feel So Right,Feel So Right,0.000428,0.678,0.911,0.796,0.0913,-6.45,0.0664,124.018,0.0374,5,2,0
Chris Lake,Free Your Body - Noizu Remix,Free Your Body (Noizu Remix),0.0118,0.843,0.921,0.461,0.0569,-6.696,0.0513,127.003,0.642,0,2,0
Axwell,Nobody Else - A-Trak Remix,Nobody Else (A-Trak Remix),0.000316,0.872,0.687,0.0133,0.166,-5.689,0.0813,123.019,0.767,0,5,0
Billy Kenny,Take Me to Church,Take Me to Church,0.0086,0.695,0.884,0.721,0.0493,-5.158,0.0389,124.003,0.309,5,2,0
Chris Lake,I Remember,I Remember,0.117,0.728,0.94,0.104,0.129,-5.28,0.0642,126.014,0.955,0,5,0
Noizu,Elevate,Elevate,0.0111,0.657,0.951,0.0609,0.127,-5.359,0.0623,125.972,0.536,0,5,0
Roberto Surace,Joys - OFFAIAH Remix,Joys (OFFAIAH Remix),0.00759,0.758,0.972,0.244,0.267,-4.83,0.0596,122.992,0.841,0,5,0
Pola & Bryson,Get Serious,Beneath the Surface,0.00764,0.68,0.712,0.85,0.0886,-5.802,0.0546,174.017,0.465,5,6,0
Mefjus,Sientelo,Sientelo,0.00308,0.528,0.934,0.00614,0.084,0.42,0.168,174.91,0.41,2,6,3
L'Entourloop,Forgotten Skank - Smokey Joe & The Kid Remix,Forgotten Skank (Smokey Joe & The Kid Remix),0.0232,0.505,0.876,0.0,0.438,-5.281,0.35,179.77,0.698,2,0,3
Alina Baraz,If You Let Me,Sunbeam,0.55,0.605,0.686,0.438,0.145,-8.605,0.0439,138.088,0.467,5,1,0
partywithray,Lil Mama,Lil Mama,0.0213,0.817,0.46,0.312,0.191,-9.002,0.057,117.988,0.848,0,1,0
Cassowary,Cyclical,Cassowary,0.102,0.761,0.629,0.00932,0.0846,-6.24,0.0447,140.028,0.819,0,5,0
Professor Crabb,Cry,Cry,0.087,0.812,0.515,0.906,0.0823,-6.37,0.0889,98.608,0.312,5,2,0
Hugh Hardie,Siren,Shadows & Silhouettes,0.038,0.64,0.908,0.882,0.114,-5.844,0.0454,132.012,0.153,5,2,0
Glass Animals,I Don't Wanna Talk (I Just Wanna Dance),I Don't Wanna Talk (I Just Wanna Dance),0.0152,0.699,0.621,7.54e-05,0.282,-6.217,0.0341,131.963,0.815,0,5,0
Electric Callboy,We Got the Moves,We Got the Moves,0.00013,0.595,0.808,1.68e-05,0.103,-6.595,0.0564,149.989,0.712,0,5,0
Biscits,Sundown,Sundown,0.0306,0.774,0.886,0.129,0.0252,-7.569,0.0501,125.012,0.868,0,5,0
Egoless,Empire of Dirt,Empire of Dirt,0.0892,0.481,0.249,0.00242,0.0865,-9.675,0.0449,139.968,0.0378,3,1,0
Avelino,Energy - Cadenza Remix,Energy (Cadenza Remix),0.0147,0.878,0.475,0.0475,0.111,-9.917,0.195,120.928,0.267,3,1,0
@Peace,Home,@Peace,0.521,0.788,0.592,0.0002,0.174,-8.178,0.247,92.154,0.312,4,0,0
LSB,Roots,Roots,0.145,0.587,0.592,0.615,0.128,-6.668,0.0549,172.967,0.103,2,6,0
NOT4MANY,Organise - Halogenix Remix,Organise (Halogenix Remix),0.0183,0.7,0.868,0.0012,0.603,-3.745,0.0765,86.012,0.383,6,4,0
FKJ,Risk - Galimatias Version,Risk (Galimatias Version),0.447,0.551,0.453,0.000458,0.642,-8.128,0.468,206.277,0.325,6,0,6
Nu,Gold,Gold,0.661,0.815,0.444,0.119,0.082,-8.456,0.137,168.009,0.617,3,1,0
p-rallel,WestBorn,Soundboy,0.47,0.793,0.42,0.944,0.0805,-10.521,0.101,121.035,0.431,5,2,0
Vantage,50//50 - Edit,50//50,0.0561,0.809,0.676,0.879,0.064,-7.803,0.0498,124.013,0.548,5,2,0
Anti Up,Right Now,Right Now,0.00137,0.81,0.885,0.36,0.0404,-4.938,0.0814,125.998,0.634,0,2,0
KC Lights,SOL,SOL,0.000192,0.736,0.912,0.87,0.0642,-4.344,0.0799,125.016,0.244,5,2,0
Paolo Baldini DubFiles,Boom - Wah Da Da Deng,At Song Embassy Papine Kingston 6,0.214,0.806,0.795,0.0,0.0841,-5.646,0.357,77.796,0.77,4,0,0
Alborosie,Rastafari Anthem,Soul Pirate,0.0353,0.758,0.643,0.0,0.134,-6.107,0.392,76.757,0.568,4,0,0
Julian Marley,Boom Draw,Awake,0.258,0.917,0.745,2.39e-05,0.382,-4.424,0.186,142.001,0.935,0,5,0
Capleton,That Day Will Come,Reign Of Fire,0.0674,0.672,0.839,0.0,0.114,-5.034,0.114,153.37,0.917,0,5,0
Stephen Marley,Break Us Apart,Revelation Part 1: The Root Of Life,0.0273,0.864,0.596,0.0,0.181,-5.603,0.251,122.139,0.72,4,0,0
John Holt,Police In Helicopter,Police In Helicopter,0.0326,0.683,0.653,8.42e-06,0.0578,-7.586,0.113,143.224,0.501,0,1,0
Damian Marley,Road To Zion,Welcome to Jamrock,0.123,0.724,0.696,0.0,0.106,-6.326,0.201,93.607,0.433,0,5,0
Junior Kelly,Rasta Should Be Deeper,Tough Life,0.0269,0.746,0.803,0.0,0.332,-5.817,0.0556,72.384,0.731,0,5,0
grandson,Oh No!!! (from The Suicide Squad),Oh No!!! (from The Suicide Squad),0.0272,0.597,0.655,2.46e-05,0.438,-6.665,0.0614,81.084,0.378,6,4,0
Fred again..,Baxter (these are my friends),Baxter (these are my friends),0.00205,0.487,0.808,0.0589,0.056,-4.832,0.143,120.143,0.424,2,6,0
53 Thieves,heights,heights,0.839,0.534,0.463,0.331,0.127,-12.709,0.224,177.906,0.449,3,3,0
Subcarpaţi,2000 De Km,Piele De Gaina,0.331,0.562,0.435,0.00751,0.0727,-11.321,0.0298,137.999,0.0803,3,1,0
Basska,2 Focuri,2 Focuri,0.118,0.601,0.506,0.0,0.0831,-9.773,0.341,180.098,0.289,4,0,3
Bob Marley & The Wailers,"Roots, Rock, Reggae",Rastaman Vibration,0.0719,0.855,0.473,2.71e-05,0.0795,-9.846,0.146,139.175,0.682,0,1,0
Protoje,Rasta Love Feat. Ky-Mani Marley,The Seven Year Itch,0.429,0.911,0.565,0.0,0.0802,-6.209,0.0718,96.012,0.751,0,1,0
Alborosie,No Cocaine,Escape From Babylon,0.056,0.767,0.732,4.73e-06,0.0688,-5.008,0.282,75.005,0.871,4,0,0
Stephen Marley,Rock Stone,"Revelation Pt. II: ""The Fruit of Life""",0.23,0.77,0.787,0.000199,0.198,-5.489,0.278,82.029,0.588,4,0,0
SOJA,I Don't Wanna Wait,Born In Babylon,0.0333,0.803,0.536,1.3e-05,0.174,-5.136,0.0387,126.039,0.584,0,5,0
Alborosie,Kingston Town,Soul Pirate,0.0381,0.788,0.773,0.0,0.35,-5.272,0.099,73.978,0.584,0,5,0
Bob Marley & The Wailers,Buffalo Soldier,Confrontation,0.142,0.929,0.463,5.26e-06,0.0634,-8.651,0.308,124.084,0.757,4,0,0
Damian Marley,Welcome To Jamrock,Welcome to Jamrock,0.0208,0.836,0.661,0.0,0.449,-6.502,0.338,76.71,0.753,4,0,0
KURUPT FM,Suttin Like That,Suttin Like That,0.201,0.76,0.87,0.0,0.367,-6.766,0.412,140.051,0.551,4,0,0
Kabaka Pyramid,Well Done,Kontraband,0.166,0.747,0.666,0.0,0.148,-7.062,0.422,170.639,0.956,4,0,0
Chronixx,"Selassie Souljahz (feat. Sizzla Kalonji, Protoje, Kabaka Pyramid)","Selassie Souljahz (feat. Sizzla Kalonji, Protoje & Kabaka Pyramid) - Single",0.24,0.726,0.58,0.0,0.291,-7.607,0.295,175.907,0.868,4,0,0
Bob Marley & The Wailers,Three Little Birds,Exodus,0.0102,0.807,0.487,1.98e-06,0.0501,-10.456,0.0758,148.491,0.651,0,1,0
Alborosie,Still Blazing,Soul Pirate,0.0159,0.749,0.704,2.02e-06,0.0886,-5.415,0.269,145.618,0.821,4,0,0
Mellow Mood,Dance Inna Babylon,Move!,0.071,0.844,0.748,0.0,0.242,-5.88,0.08,143.977,0.906,0,5,0
